// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\6104c4a9-ea8a-4a5d-a06d-c94584eea1a9
// command took 2.42s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\6104c4a9-ea8a-4a5d-a06d-c94584eea1a9
// command took 3.87s and exited with 0
// ***** Done, took 00:00:06 (6.55 sec)   *****
// Found 6 benchmarks:
//   DynamicBenchmark.SumOneTo100: DefaultJob [N=100]
//   DynamicBenchmark.DynamicSumOneTo100: DefaultJob [N=100]
//   DynamicBenchmark.StringConcat: DefaultJob [N=100]
//   DynamicBenchmark.DynamicStringConcat: DefaultJob [N=100]
//   DynamicBenchmark.FormatUser: DefaultJob [N=100]
//   DynamicBenchmark.DynamicallyFormatUser: DefaultJob [N=100]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: DynamicBenchmark.SumOneTo100: DefaultJob [N=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "6104c4a9-ea8a-4a5d-a06d-c94584eea1a9.dll" --benchmarkName "BenchmarkExamples.Dynamic.DynamicBenchmark.SumOneTo100(N: 100)" --job "Default" --benchmarkId 0 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\6104c4a9-ea8a-4a5d-a06d-c94584eea1a9\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual  94: 16777216 op, 935144800.00 ns, 55.7390 ns/op
WorkloadActual  95: 16777216 op, 811828100.00 ns, 48.3887 ns/op
WorkloadActual  96: 16777216 op, 705905600.00 ns, 42.0753 ns/op
WorkloadActual  97: 16777216 op, 813666100.00 ns, 48.4983 ns/op
WorkloadActual  98: 16777216 op, 769179400.00 ns, 45.8467 ns/op
WorkloadActual  99: 16777216 op, 872282900.00 ns, 51.9921 ns/op
WorkloadActual  100: 16777216 op, 818129700.00 ns, 48.7643 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 755661300.00 ns, 45.0409 ns/op
WorkloadResult   2: 16777216 op, 683798800.00 ns, 40.7576 ns/op
WorkloadResult   3: 16777216 op, 782480500.00 ns, 46.6395 ns/op
WorkloadResult   4: 16777216 op, 734839200.00 ns, 43.7998 ns/op
WorkloadResult   5: 16777216 op, 769106700.00 ns, 45.8423 ns/op
WorkloadResult   6: 16777216 op, 782051600.00 ns, 46.6139 ns/op
WorkloadResult   7: 16777216 op, 874464200.00 ns, 52.1221 ns/op
WorkloadResult   8: 16777216 op, 886000200.00 ns, 52.8097 ns/op
WorkloadResult   9: 16777216 op, 757197800.00 ns, 45.1325 ns/op
WorkloadResult  10: 16777216 op, 794078500.00 ns, 47.3308 ns/op
WorkloadResult  11: 16777216 op, 756830900.00 ns, 45.1106 ns/op
WorkloadResult  12: 16777216 op, 819012700.00 ns, 48.8170 ns/op
WorkloadResult  13: 16777216 op, 874487300.00 ns, 52.1235 ns/op
WorkloadResult  14: 16777216 op, 745052000.00 ns, 44.4086 ns/op
WorkloadResult  15: 16777216 op, 708605100.00 ns, 42.2362 ns/op
WorkloadResult  16: 16777216 op, 835025300.00 ns, 49.7714 ns/op
WorkloadResult  17: 16777216 op, 748003200.00 ns, 44.5845 ns/op
WorkloadResult  18: 16777216 op, 737904200.00 ns, 43.9825 ns/op
WorkloadResult  19: 16777216 op, 687604500.00 ns, 40.9844 ns/op
WorkloadResult  20: 16777216 op, 646702500.00 ns, 38.5465 ns/op
WorkloadResult  21: 16777216 op, 652553200.00 ns, 38.8952 ns/op
WorkloadResult  22: 16777216 op, 641576800.00 ns, 38.2410 ns/op
WorkloadResult  23: 16777216 op, 621926000.00 ns, 37.0697 ns/op
WorkloadResult  24: 16777216 op, 625832700.00 ns, 37.3025 ns/op
WorkloadResult  25: 16777216 op, 628724500.00 ns, 37.4749 ns/op
WorkloadResult  26: 16777216 op, 628742800.00 ns, 37.4760 ns/op
WorkloadResult  27: 16777216 op, 651448400.00 ns, 38.8294 ns/op
WorkloadResult  28: 16777216 op, 665847200.00 ns, 39.6876 ns/op
WorkloadResult  29: 16777216 op, 720072400.00 ns, 42.9197 ns/op
WorkloadResult  30: 16777216 op, 814122800.00 ns, 48.5255 ns/op
WorkloadResult  31: 16777216 op, 810548400.00 ns, 48.3124 ns/op
WorkloadResult  32: 16777216 op, 861837800.00 ns, 51.3695 ns/op
WorkloadResult  33: 16777216 op, 868813300.00 ns, 51.7853 ns/op
WorkloadResult  34: 16777216 op, 747745600.00 ns, 44.5691 ns/op
WorkloadResult  35: 16777216 op, 736182700.00 ns, 43.8799 ns/op
WorkloadResult  36: 16777216 op, 819898400.00 ns, 48.8698 ns/op
WorkloadResult  37: 16777216 op, 837644100.00 ns, 49.9275 ns/op
WorkloadResult  38: 16777216 op, 750426400.00 ns, 44.7289 ns/op
WorkloadResult  39: 16777216 op, 787972800.00 ns, 46.9668 ns/op
WorkloadResult  40: 16777216 op, 928908500.00 ns, 55.3673 ns/op
WorkloadResult  41: 16777216 op, 809460700.00 ns, 48.2476 ns/op
WorkloadResult  42: 16777216 op, 731549500.00 ns, 43.6037 ns/op
WorkloadResult  43: 16777216 op, 885103700.00 ns, 52.7563 ns/op
WorkloadResult  44: 16777216 op, 782008100.00 ns, 46.6113 ns/op
WorkloadResult  45: 16777216 op, 781712200.00 ns, 46.5937 ns/op
WorkloadResult  46: 16777216 op, 768786000.00 ns, 45.8232 ns/op
WorkloadResult  47: 16777216 op, 873013300.00 ns, 52.0356 ns/op
WorkloadResult  48: 16777216 op, 722607600.00 ns, 43.0708 ns/op
WorkloadResult  49: 16777216 op, 847614800.00 ns, 50.5218 ns/op
WorkloadResult  50: 16777216 op, 741189700.00 ns, 44.1783 ns/op
WorkloadResult  51: 16777216 op, 750584600.00 ns, 44.7383 ns/op
WorkloadResult  52: 16777216 op, 656192900.00 ns, 39.1121 ns/op
WorkloadResult  53: 16777216 op, 645431700.00 ns, 38.4707 ns/op
WorkloadResult  54: 16777216 op, 629436800.00 ns, 37.5174 ns/op
WorkloadResult  55: 16777216 op, 621493200.00 ns, 37.0439 ns/op
WorkloadResult  56: 16777216 op, 628523800.00 ns, 37.4629 ns/op
WorkloadResult  57: 16777216 op, 653804700.00 ns, 38.9698 ns/op
WorkloadResult  58: 16777216 op, 645635900.00 ns, 38.4829 ns/op
WorkloadResult  59: 16777216 op, 650499100.00 ns, 38.7728 ns/op
WorkloadResult  60: 16777216 op, 711506600.00 ns, 42.4091 ns/op
WorkloadResult  61: 16777216 op, 775401100.00 ns, 46.2175 ns/op
WorkloadResult  62: 16777216 op, 788110300.00 ns, 46.9750 ns/op
WorkloadResult  63: 16777216 op, 828494400.00 ns, 49.3821 ns/op
WorkloadResult  64: 16777216 op, 854141000.00 ns, 50.9108 ns/op
WorkloadResult  65: 16777216 op, 1036617600.00 ns, 61.7872 ns/op
WorkloadResult  66: 16777216 op, 706926100.00 ns, 42.1361 ns/op
WorkloadResult  67: 16777216 op, 803240200.00 ns, 47.8768 ns/op
WorkloadResult  68: 16777216 op, 794971300.00 ns, 47.3840 ns/op
WorkloadResult  69: 16777216 op, 732335700.00 ns, 43.6506 ns/op
WorkloadResult  70: 16777216 op, 750614800.00 ns, 44.7401 ns/op
WorkloadResult  71: 16777216 op, 669666200.00 ns, 39.9152 ns/op
WorkloadResult  72: 16777216 op, 698753600.00 ns, 41.6490 ns/op
WorkloadResult  73: 16777216 op, 760928700.00 ns, 45.3549 ns/op
WorkloadResult  74: 16777216 op, 760547000.00 ns, 45.3321 ns/op
WorkloadResult  75: 16777216 op, 656408000.00 ns, 39.1250 ns/op
WorkloadResult  76: 16777216 op, 656840900.00 ns, 39.1508 ns/op
WorkloadResult  77: 16777216 op, 647866400.00 ns, 38.6158 ns/op
WorkloadResult  78: 16777216 op, 626856700.00 ns, 37.3636 ns/op
WorkloadResult  79: 16777216 op, 617241900.00 ns, 36.7905 ns/op
WorkloadResult  80: 16777216 op, 620898400.00 ns, 37.0084 ns/op
WorkloadResult  81: 16777216 op, 636988600.00 ns, 37.9675 ns/op
WorkloadResult  82: 16777216 op, 632990400.00 ns, 37.7292 ns/op
WorkloadResult  83: 16777216 op, 647286200.00 ns, 38.5813 ns/op
WorkloadResult  84: 16777216 op, 641271200.00 ns, 38.2227 ns/op
WorkloadResult  85: 16777216 op, 694548100.00 ns, 41.3983 ns/op
WorkloadResult  86: 16777216 op, 743460400.00 ns, 44.3137 ns/op
WorkloadResult  87: 16777216 op, 775295000.00 ns, 46.2112 ns/op
WorkloadResult  88: 16777216 op, 905505200.00 ns, 53.9723 ns/op
WorkloadResult  89: 16777216 op, 782188500.00 ns, 46.6221 ns/op
WorkloadResult  90: 16777216 op, 676266000.00 ns, 40.3086 ns/op
WorkloadResult  91: 16777216 op, 784026500.00 ns, 46.7316 ns/op
WorkloadResult  92: 16777216 op, 739539800.00 ns, 44.0800 ns/op
WorkloadResult  93: 16777216 op, 842643300.00 ns, 50.2255 ns/op
WorkloadResult  94: 16777216 op, 788490100.00 ns, 46.9977 ns/op
GC:  0 0 0 0 16777216

// AfterAll

Mean = 44.2553 ns, StdErr = 0.5330 ns (1.20%); N = 94, StdDev = 5.1678 ns
Min = 36.7905 ns, Q1 = 39.1121 ns, Median = 44.4888 ns, Q3 = 47.3308 ns, Max = 61.7872 ns
IQR = 8.2186 ns, LowerFence = 26.7842 ns, UpperFence = 59.6587 ns
ConfidenceInterval = [42.4440 ns; 46.0667 ns] (CI 99.9%), Margin = 1.8113 ns (4.09% of Mean)
Skewness = 0.49, Kurtosis = 2.96, MValue = 4.27

// **************************
// Benchmark: DynamicBenchmark.DynamicSumOneTo100: DefaultJob [N=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "6104c4a9-ea8a-4a5d-a06d-c94584eea1a9.dll" --benchmarkName "BenchmarkExamples.Dynamic.DynamicBenchmark.DynamicSumOneTo100(N: 100)" --job "Default" --benchmarkId 1 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\6104c4a9-ea8a-4a5d-a06d-c94584eea1a9\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 337800.00 ns, 337.8000 us/op
WorkloadJitting  1: 1 op, 66873900.00 ns, 66.8739 ms/op

WorkloadPilot    1: 2 op, 5700.00 ns, 2.8500 us/op
WorkloadPilot    2: 3 op, 5200.00 ns, 1.7333 us/op
WorkloadPilot    3: 4 op, 3300.00 ns, 825.0000 ns/op
WorkloadPilot    4: 5 op, 5400.00 ns, 1.0800 us/op
WorkloadPilot    5: 6 op, 5500.00 ns, 916.6667 ns/op
WorkloadPilot    6: 7 op, 5300.00 ns, 757.1429 ns/op
WorkloadPilot    7: 8 op, 9900.00 ns, 1.2375 us/op
WorkloadPilot    8: 9 op, 6300.00 ns, 700.0000 ns/op
WorkloadPilot    9: 10 op, 9600.00 ns, 960.0000 ns/op
WorkloadPilot   10: 11 op, 7300.00 ns, 663.6364 ns/op
WorkloadPilot   11: 12 op, 7700.00 ns, 641.6667 ns/op
WorkloadPilot   12: 13 op, 8200.00 ns, 630.7692 ns/op
WorkloadPilot   13: 14 op, 10300.00 ns, 735.7143 ns/op
WorkloadPilot   14: 15 op, 12200.00 ns, 813.3333 ns/op
WorkloadPilot   15: 16 op, 13300.00 ns, 831.2500 ns/op
WorkloadPilot   16: 32 op, 30400.00 ns, 950.0000 ns/op
WorkloadPilot   17: 64 op, 43300.00 ns, 676.5625 ns/op
WorkloadPilot   18: 128 op, 118500.00 ns, 925.7813 ns/op
WorkloadPilot   19: 256 op, 282400.00 ns, 1.1031 us/op
WorkloadPilot   20: 512 op, 776800.00 ns, 1.5172 us/op
WorkloadPilot   21: 1024 op, 1526700.00 ns, 1.4909 us/op
WorkloadPilot   22: 2048 op, 1731500.00 ns, 845.4590 ns/op
WorkloadPilot   23: 4096 op, 3100300.00 ns, 756.9092 ns/op
WorkloadPilot   24: 8192 op, 7458600.00 ns, 910.4736 ns/op
WorkloadPilot   25: 16384 op, 14019000.00 ns, 855.6519 ns/op
WorkloadPilot   26: 32768 op, 22446600.00 ns, 685.0159 ns/op
WorkloadPilot   27: 65536 op, 51135400.00 ns, 780.2643 ns/op
WorkloadPilot   28: 131072 op, 112857000.00 ns, 861.0306 ns/op
WorkloadPilot   29: 262144 op, 209214400.00 ns, 798.0896 ns/op
WorkloadPilot   30: 524288 op, 416825600.00 ns, 795.0317 ns/op
WorkloadPilot   31: 1048576 op, 831363800.00 ns, 792.8503 ns/op

WorkloadWarmup   1: 1048576 op, 733076500.00 ns, 699.1162 ns/op
WorkloadWarmup   2: 1048576 op, 791288000.00 ns, 754.6310 ns/op
WorkloadWarmup   3: 1048576 op, 1004185900.00 ns, 957.6663 ns/op
WorkloadWarmup   4: 1048576 op, 948282000.00 ns, 904.3522 ns/op
WorkloadWarmup   5: 1048576 op, 791162400.00 ns, 754.5113 ns/op
WorkloadWarmup   6: 1048576 op, 859718500.00 ns, 819.8915 ns/op
WorkloadWarmup   7: 1048576 op, 744985500.00 ns, 710.4735 ns/op

// BeforeActualRun
WorkloadActual   1: 1048576 op, 784220300.00 ns, 747.8908 ns/op
WorkloadActual   2: 1048576 op, 751568900.00 ns, 716.7520 ns/op
WorkloadActual   3: 1048576 op, 687153100.00 ns, 655.3203 ns/op
WorkloadActual   4: 1048576 op, 767053700.00 ns, 731.5194 ns/op
WorkloadActual   5: 1048576 op, 741430600.00 ns, 707.0833 ns/op
WorkloadActual   6: 1048576 op, 682808200.00 ns, 651.1766 ns/op
WorkloadActual   7: 1048576 op, 685012300.00 ns, 653.2786 ns/op
WorkloadActual   8: 1048576 op, 700465600.00 ns, 668.0161 ns/op
WorkloadActual   9: 1048576 op, 689202800.00 ns, 657.2750 ns/op
WorkloadActual  10: 1048576 op, 689155700.00 ns, 657.2301 ns/op
WorkloadActual  11: 1048576 op, 692165200.00 ns, 660.1002 ns/op
WorkloadActual  12: 1048576 op, 689448600.00 ns, 657.5094 ns/op
