// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\4a0720ae-a32e-4d0a-8e2e-b87748433684
// command took 1.96s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\4a0720ae-a32e-4d0a-8e2e-b87748433684
// command took 3.47s and exited with 0
// ***** Done, took 00:00:05 (5.61 sec)   *****
// Found 6 benchmarks:
//   SyncAsyncBenchmark.TestingSyncMethod: DefaultJob [N=1000]
//   SyncAsyncBenchmark.TestingSyncAsyncMethod: DefaultJob [N=1000]
//   SyncAsyncBenchmark.TestingSyncMethod: DefaultJob [N=5000]
//   SyncAsyncBenchmark.TestingSyncAsyncMethod: DefaultJob [N=5000]
//   SyncAsyncBenchmark.TestingSyncMethod: DefaultJob [N=10000]
//   SyncAsyncBenchmark.TestingSyncAsyncMethod: DefaultJob [N=10000]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: SyncAsyncBenchmark.TestingSyncMethod: DefaultJob [N=1000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "4a0720ae-a32e-4d0a-8e2e-b87748433684.dll" --benchmarkName "BenchmarkExamples.SyncAsync.SyncAsyncBenchmark.TestingSyncMethod(N: 1000)" --job "Default" --benchmarkId 0 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\4a0720ae-a32e-4d0a-8e2e-b87748433684\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.7 (CoreCLR 4.6.28008.02, CoreFX 4.6.28008.03), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

// Benchmark: SyncAsyncBenchmark.TestingSyncAsyncMethod: DefaultJob [N=1000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "4a0720ae-a32e-4d0a-8e2e-b87748433684.dll" --benchmarkName "BenchmarkExamples.SyncAsync.SyncAsyncBenchmark.TestingSyncAsyncMethod(N: 1000)" --job "Default" --benchmarkId 1 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\4a0720ae-a32e-4d0a-8e2e-b87748433684\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.7 (CoreCLR 4.6.28008.02, CoreFX 4.6.28008.03), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 324700.00 ns, 324.7000 us/op
WorkloadJitting  1: 1 op, 3931100.00 ns, 3.9311 ms/op

OverheadJitting  2: 16 op, 343200.00 ns, 21.4500 us/op
WorkloadJitting  2: 16 op, 1423800.00 ns, 88.9875 us/op

WorkloadPilot    1: 16 op, 913900.00 ns, 57.1188 us/op
WorkloadPilot    2: 32 op, 2872200.00 ns, 89.7563 us/op
WorkloadPilot    3: 64 op, 2483900.00 ns, 38.8109 us/op
WorkloadPilot    4: 128 op, 4672200.00 ns, 36.5016 us/op
WorkloadPilot    5: 256 op, 10881800.00 ns, 42.5070 us/op
WorkloadPilot    6: 512 op, 26229900.00 ns, 51.2303 us/op
WorkloadPilot    7: 1024 op, 50518200.00 ns, 49.3342 us/op
WorkloadPilot    8: 2048 op, 79732400.00 ns, 38.9318 us/op
WorkloadPilot    9: 4096 op, 160586500.00 ns, 39.2057 us/op
WorkloadPilot   10: 8192 op, 280146600.00 ns, 34.1976 us/op
WorkloadPilot   11: 16384 op, 551615300.00 ns, 33.6679 us/op

OverheadWarmup   1: 16384 op, 33900.00 ns, 2.0691 ns/op
OverheadWarmup   2: 16384 op, 32300.00 ns, 1.9714 ns/op
OverheadWarmup   3: 16384 op, 31600.00 ns, 1.9287 ns/op
OverheadWarmup   4: 16384 op, 35100.00 ns, 2.1423 ns/op
OverheadWarmup   5: 16384 op, 31900.00 ns, 1.9470 ns/op
OverheadWarmup   6: 16384 op, 31500.00 ns, 1.9226 ns/op
OverheadWarmup   7: 16384 op, 31500.00 ns, 1.9226 ns/op
OverheadWarmup   8: 16384 op, 32500.00 ns, 1.9836 ns/op

OverheadActual   1: 16384 op, 30200.00 ns, 1.8433 ns/op
OverheadActual   2: 16384 op, 28000.00 ns, 1.7090 ns/op
OverheadActual   3: 16384 op, 27900.00 ns, 1.7029 ns/op
OverheadActual   4: 16384 op, 28800.00 ns, 1.7578 ns/op
OverheadActual   5: 16384 op, 27700.00 ns, 1.6907 ns/op
OverheadActual   6: 16384 op, 71500.00 ns, 4.3640 ns/op
OverheadActual   7: 16384 op, 41500.00 ns, 2.5330 ns/op
OverheadActual   8: 16384 op, 27700.00 ns, 1.6907 ns/op
OverheadActual   9: 16384 op, 28500.00 ns, 1.7395 ns/op
OverheadActual  10: 16384 op, 30600.00 ns, 1.8677 ns/op
OverheadActual  11: 16384 op, 29200.00 ns, 1.7822 ns/op
OverheadActual  12: 16384 op, 39500.00 ns, 2.4109 ns/op
OverheadActual  13: 16384 op, 47200.00 ns, 2.8809 ns/op
OverheadActual  14: 16384 op, 28800.00 ns, 1.7578 ns/op
OverheadActual  15: 16384 op, 28800.00 ns, 1.7578 ns/op
OverheadActual  16: 16384 op, 57100.00 ns, 3.4851 ns/op
OverheadActual  17: 16384 op, 28400.00 ns, 1.7334 ns/op
OverheadActual  18: 16384 op, 28600.00 ns, 1.7456 ns/op
OverheadActual  19: 16384 op, 44900.00 ns, 2.7405 ns/op
OverheadActual  20: 16384 op, 44600.00 ns, 2.7222 ns/op

WorkloadWarmup   1: 16384 op, 567587300.00 ns, 34.6428 us/op
WorkloadWarmup   2: 16384 op, 562263300.00 ns, 34.3178 us/op
WorkloadWarmup   3: 16384 op, 580531300.00 ns, 35.4328 us/op
WorkloadWarmup   4: 16384 op, 552572900.00 ns, 33.7264 us/op
WorkloadWarmup   5: 16384 op, 593239300.00 ns, 36.2085 us/op
WorkloadWarmup   6: 16384 op, 607900500.00 ns, 37.1033 us/op
WorkloadWarmup   7: 16384 op, 607636100.00 ns, 37.0872 us/op

// BeforeActualRun
WorkloadActual   1: 16384 op, 602217900.00 ns, 36.7565 us/op
WorkloadActual   2: 16384 op, 572806600.00 ns, 34.9613 us/op
WorkloadActual   3: 16384 op, 602830600.00 ns, 36.7939 us/op
WorkloadActual   4: 16384 op, 567810500.00 ns, 34.6564 us/op
WorkloadActual   5: 16384 op, 614006200.00 ns, 37.4760 us/op
WorkloadActual   6: 16384 op, 662911200.00 ns, 40.4609 us/op
WorkloadActual   7: 16384 op, 618873100.00 ns, 37.7730 us/op
WorkloadActual   8: 16384 op, 634285800.00 ns, 38.7137 us/op
WorkloadActual   9: 16384 op, 631707900.00 ns, 38.5564 us/op
WorkloadActual  10: 16384 op, 596181700.00 ns, 36.3880 us/op
WorkloadActual  11: 16384 op, 625683000.00 ns, 38.1887 us/op
WorkloadActual  12: 16384 op, 583913800.00 ns, 35.6393 us/op
WorkloadActual  13: 16384 op, 562613800.00 ns, 34.3392 us/op
WorkloadActual  14: 16384 op, 582539700.00 ns, 35.5554 us/op
WorkloadActual  15: 16384 op, 542349900.00 ns, 33.1024 us/op
WorkloadActual  16: 16384 op, 548640600.00 ns, 33.4864 us/op
WorkloadActual  17: 16384 op, 548573100.00 ns, 33.4822 us/op
WorkloadActual  18: 16384 op, 615910000.00 ns, 37.5922 us/op
WorkloadActual  19: 16384 op, 552698400.00 ns, 33.7340 us/op
WorkloadActual  20: 16384 op, 545247100.00 ns, 33.2792 us/op
WorkloadActual  21: 16384 op, 550874000.00 ns, 33.6227 us/op
WorkloadActual  22: 16384 op, 549898900.00 ns, 33.5632 us/op
WorkloadActual  23: 16384 op, 567057900.00 ns, 34.6105 us/op
WorkloadActual  24: 16384 op, 545718800.00 ns, 33.3080 us/op
WorkloadActual  25: 16384 op, 556705300.00 ns, 33.9786 us/op
WorkloadActual  26: 16384 op, 544426800.00 ns, 33.2292 us/op
WorkloadActual  27: 16384 op, 561570700.00 ns, 34.2756 us/op
WorkloadActual  28: 16384 op, 574610400.00 ns, 35.0714 us/op
WorkloadActual  29: 16384 op, 558116800.00 ns, 34.0647 us/op
WorkloadActual  30: 16384 op, 572982600.00 ns, 34.9721 us/op
WorkloadActual  31: 16384 op, 575702800.00 ns, 35.1381 us/op
WorkloadActual  32: 16384 op, 572534900.00 ns, 34.9448 us/op
WorkloadActual  33: 16384 op, 563575400.00 ns, 34.3979 us/op
WorkloadActual  34: 16384 op, 551660200.00 ns, 33.6707 us/op
WorkloadActual  35: 16384 op, 565593400.00 ns, 34.5211 us/op
WorkloadActual  36: 16384 op, 571033400.00 ns, 34.8531 us/op
WorkloadActual  37: 16384 op, 561623200.00 ns, 34.2788 us/op
WorkloadActual  38: 16384 op, 556273400.00 ns, 33.9522 us/op
WorkloadActual  39: 16384 op, 571505300.00 ns, 34.8819 us/op
WorkloadActual  40: 16384 op, 576763200.00 ns, 35.2028 us/op
WorkloadActual  41: 16384 op, 588901800.00 ns, 35.9437 us/op
WorkloadActual  42: 16384 op, 595739700.00 ns, 36.3611 us/op
WorkloadActual  43: 16384 op, 598611800.00 ns, 36.5364 us/op
WorkloadActual  44: 16384 op, 589441700.00 ns, 35.9767 us/op
WorkloadActual  45: 16384 op, 618493800.00 ns, 37.7499 us/op
WorkloadActual  46: 16384 op, 564067900.00 ns, 34.4280 us/op
WorkloadActual  47: 16384 op, 583034100.00 ns, 35.5856 us/op
WorkloadActual  48: 16384 op, 568737400.00 ns, 34.7130 us/op
WorkloadActual  49: 16384 op, 559645400.00 ns, 34.1580 us/op
WorkloadActual  50: 16384 op, 567768900.00 ns, 34.6539 us/op
WorkloadActual  51: 16384 op, 557397000.00 ns, 34.0208 us/op
WorkloadActual  52: 16384 op, 545363800.00 ns, 33.2864 us/op
WorkloadActual  53: 16384 op, 591886000.00 ns, 36.1259 us/op
WorkloadActual  54: 16384 op, 564377000.00 ns, 34.4468 us/op
WorkloadActual  55: 16384 op, 596524000.00 ns, 36.4089 us/op
WorkloadActual  56: 16384 op, 574451000.00 ns, 35.0617 us/op

// AfterActualRun
WorkloadResult   1: 16384 op, 602188900.00 ns, 36.7547 us/op
WorkloadResult   2: 16384 op, 572777600.00 ns, 34.9596 us/op
WorkloadResult   3: 16384 op, 602801600.00 ns, 36.7921 us/op
WorkloadResult   4: 16384 op, 567781500.00 ns, 34.6546 us/op
WorkloadResult   5: 16384 op, 613977200.00 ns, 37.4742 us/op
WorkloadResult   6: 16384 op, 618844100.00 ns, 37.7712 us/op
WorkloadResult   7: 16384 op, 634256800.00 ns, 38.7120 us/op
WorkloadResult   8: 16384 op, 631678900.00 ns, 38.5546 us/op
WorkloadResult   9: 16384 op, 596152700.00 ns, 36.3863 us/op
WorkloadResult  10: 16384 op, 625654000.00 ns, 38.1869 us/op
WorkloadResult  11: 16384 op, 583884800.00 ns, 35.6375 us/op
WorkloadResult  12: 16384 op, 562584800.00 ns, 34.3375 us/op
WorkloadResult  13: 16384 op, 582510700.00 ns, 35.5536 us/op
WorkloadResult  14: 16384 op, 542320900.00 ns, 33.1006 us/op
WorkloadResult  15: 16384 op, 548611600.00 ns, 33.4846 us/op
WorkloadResult  16: 16384 op, 548544100.00 ns, 33.4805 us/op
WorkloadResult  17: 16384 op, 615881000.00 ns, 37.5904 us/op
WorkloadResult  18: 16384 op, 552669400.00 ns, 33.7323 us/op
WorkloadResult  19: 16384 op, 545218100.00 ns, 33.2775 us/op
WorkloadResult  20: 16384 op, 550845000.00 ns, 33.6209 us/op
WorkloadResult  21: 16384 op, 549869900.00 ns, 33.5614 us/op
WorkloadResult  22: 16384 op, 567028900.00 ns, 34.6087 us/op
WorkloadResult  23: 16384 op, 545689800.00 ns, 33.3063 us/op
WorkloadResult  24: 16384 op, 556676300.00 ns, 33.9768 us/op
WorkloadResult  25: 16384 op, 544397800.00 ns, 33.2274 us/op
WorkloadResult  26: 16384 op, 561541700.00 ns, 34.2738 us/op
WorkloadResult  27: 16384 op, 574581400.00 ns, 35.0697 us/op
WorkloadResult  28: 16384 op, 558087800.00 ns, 34.0630 us/op
WorkloadResult  29: 16384 op, 572953600.00 ns, 34.9703 us/op
WorkloadResult  30: 16384 op, 575673800.00 ns, 35.1363 us/op
WorkloadResult  31: 16384 op, 572505900.00 ns, 34.9430 us/op
WorkloadResult  32: 16384 op, 563546400.00 ns, 34.3961 us/op
WorkloadResult  33: 16384 op, 551631200.00 ns, 33.6689 us/op
WorkloadResult  34: 16384 op, 565564400.00 ns, 34.5193 us/op
WorkloadResult  35: 16384 op, 571004400.00 ns, 34.8513 us/op
WorkloadResult  36: 16384 op, 561594200.00 ns, 34.2770 us/op
WorkloadResult  37: 16384 op, 556244400.00 ns, 33.9505 us/op
WorkloadResult  38: 16384 op, 571476300.00 ns, 34.8801 us/op
WorkloadResult  39: 16384 op, 576734200.00 ns, 35.2011 us/op
WorkloadResult  40: 16384 op, 588872800.00 ns, 35.9419 us/op
WorkloadResult  41: 16384 op, 595710700.00 ns, 36.3593 us/op
WorkloadResult  42: 16384 op, 598582800.00 ns, 36.5346 us/op
WorkloadResult  43: 16384 op, 589412700.00 ns, 35.9749 us/op
WorkloadResult  44: 16384 op, 618464800.00 ns, 37.7481 us/op
WorkloadResult  45: 16384 op, 564038900.00 ns, 34.4262 us/op
WorkloadResult  46: 16384 op, 583005100.00 ns, 35.5838 us/op
WorkloadResult  47: 16384 op, 568708400.00 ns, 34.7112 us/op
WorkloadResult  48: 16384 op, 559616400.00 ns, 34.1563 us/op
WorkloadResult  49: 16384 op, 567739900.00 ns, 34.6521 us/op
WorkloadResult  50: 16384 op, 557368000.00 ns, 34.0190 us/op
WorkloadResult  51: 16384 op, 545334800.00 ns, 33.2846 us/op
WorkloadResult  52: 16384 op, 591857000.00 ns, 36.1241 us/op
WorkloadResult  53: 16384 op, 564348000.00 ns, 34.4451 us/op
WorkloadResult  54: 16384 op, 596495000.00 ns, 36.4072 us/op
WorkloadResult  55: 16384 op, 574422000.00 ns, 35.0599 us/op
GC:  496 0 0 1562247168 16384

// AfterAll

Mean = 35.1340 us, StdErr = 0.1991 us (0.57%); N = 55, StdDev = 1.4763 us
Min = 33.1006 us, Q1 = 34.0190 us, Median = 34.8513 us, Q3 = 36.1241 us, Max = 38.7120 us
IQR = 2.1050 us, LowerFence = 30.8615 us, UpperFence = 39.2816 us
ConfidenceInterval = [34.4413 us; 35.8268 us] (CI 99.9%), Margin = 0.6927 us (1.97% of Mean)
Skewness = 0.74, Kurtosis = 2.63, MValue = 2

// **************************
// Benchmark: SyncAsyncBenchmark.TestingSyncMethod: DefaultJob [N=5000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "4a0720ae-a32e-4d0a-8e2e-b87748433684.dll" --benchmarkName "BenchmarkExamples.SyncAsync.SyncAsyncBenchmark.TestingSyncMethod(N: 5000)" --job "Default" --benchmarkId 2 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\4a0720ae-a32e-4d0a-8e2e-b87748433684\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.7 (CoreCLR 4.6.28008.02, CoreFX 4.6.28008.03), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 2247200.00 ns, 2.2472 ms/op
WorkloadJitting  1: 1 op, 564700.00 ns, 564.7000 us/op

OverheadJitting  2: 16 op, 1864600.00 ns, 116.5375 us/op
WorkloadJitting  2: 16 op, 1706600.00 ns, 106.6625 us/op

