// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\4777f827-d524-41dd-a9ac-b403b066f9b3
// command took 2.89s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\4777f827-d524-41dd-a9ac-b403b066f9b3
// command took 4.54s and exited with 0
// ***** Done, took 00:00:07 (7.66 sec)   *****
// Found 4 benchmarks:
//   JsonSerializerBenchmark.JsonTest: DefaultJob [N=100]
//   JsonSerializerBenchmark.ObjectTest: DefaultJob [N=100]
//   JsonSerializerBenchmark.JsonTest: DefaultJob [N=10000]
//   JsonSerializerBenchmark.ObjectTest: DefaultJob [N=10000]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: JsonSerializerBenchmark.JsonTest: DefaultJob [N=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "4777f827-d524-41dd-a9ac-b403b066f9b3.dll" --benchmarkName "BenchmarkExamples.JsonSerializerBenchmark.JsonTest(N: 100)" --job "Default" --benchmarkId 0 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\4777f827-d524-41dd-a9ac-b403b066f9b3\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.5 (CoreCLR 4.6.27617.05, CoreFX 4.6.27618.01), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual  17: 256 op, 589280100.00 ns, 2.3019 ms/op
WorkloadActual  18: 256 op, 664919100.00 ns, 2.5973 ms/op
WorkloadActual  19: 256 op, 618396600.00 ns, 2.4156 ms/op
WorkloadActual  20: 256 op, 602110800.00 ns, 2.3520 ms/op

// AfterActualRun
WorkloadResult   1: 256 op, 623792700.00 ns, 2.4367 ms/op
WorkloadResult   2: 256 op, 601546800.00 ns, 2.3498 ms/op
WorkloadResult   3: 256 op, 607899300.00 ns, 2.3746 ms/op
WorkloadResult   4: 256 op, 604027600.00 ns, 2.3595 ms/op
WorkloadResult   5: 256 op, 612661100.00 ns, 2.3932 ms/op
WorkloadResult   6: 256 op, 611426400.00 ns, 2.3884 ms/op
WorkloadResult   7: 256 op, 623250600.00 ns, 2.4346 ms/op
WorkloadResult   8: 256 op, 618804200.00 ns, 2.4172 ms/op
WorkloadResult   9: 256 op, 609816600.00 ns, 2.3821 ms/op
WorkloadResult  10: 256 op, 615815600.00 ns, 2.4055 ms/op
WorkloadResult  11: 256 op, 587172700.00 ns, 2.2936 ms/op
WorkloadResult  12: 256 op, 603739700.00 ns, 2.3584 ms/op
WorkloadResult  13: 256 op, 625577600.00 ns, 2.4437 ms/op
WorkloadResult  14: 256 op, 587790600.00 ns, 2.2961 ms/op
WorkloadResult  15: 256 op, 593780400.00 ns, 2.3195 ms/op
WorkloadResult  16: 256 op, 582577800.00 ns, 2.2757 ms/op
WorkloadResult  17: 256 op, 589280100.00 ns, 2.3019 ms/op
WorkloadResult  18: 256 op, 618396600.00 ns, 2.4156 ms/op
WorkloadResult  19: 256 op, 602110800.00 ns, 2.3520 ms/op
GC:  147 0 0 462848000 256

// AfterAll

Mean = 2.3683 ms, StdErr = 0.0120 ms (0.51%); N = 19, StdDev = 0.0522 ms
Min = 2.2757 ms, Q1 = 2.3195 ms, Median = 2.3746 ms, Q3 = 2.4156 ms, Max = 2.4437 ms
IQR = 0.0962 ms, LowerFence = 2.1752 ms, UpperFence = 2.5598 ms
ConfidenceInterval = [2.3214 ms; 2.4152 ms] (CI 99.9%), Margin = 0.0469 ms (1.98% of Mean)
Skewness = -0.25, Kurtosis = 1.73, MValue = 2

// **************************
// Benchmark: JsonSerializerBenchmark.ObjectTest: DefaultJob [N=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "4777f827-d524-41dd-a9ac-b403b066f9b3.dll" --benchmarkName "BenchmarkExamples.JsonSerializerBenchmark.ObjectTest(N: 100)" --job "Default" --benchmarkId 1 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\4777f827-d524-41dd-a9ac-b403b066f9b3\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.5 (CoreCLR 4.6.27617.05, CoreFX 4.6.27618.01), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 509400.00 ns, 509.4000 us/op
WorkloadJitting  1: 1 op, 211529900.00 ns, 211.5299 ms/op

WorkloadPilot    1: 2 op, 5116400.00 ns, 2.5582 ms/op
WorkloadPilot    2: 3 op, 6990000.00 ns, 2.3300 ms/op
WorkloadPilot    3: 4 op, 8224500.00 ns, 2.0561 ms/op
WorkloadPilot    4: 5 op, 9682500.00 ns, 1.9365 ms/op
WorkloadPilot    5: 6 op, 12458200.00 ns, 2.0764 ms/op
WorkloadPilot    6: 7 op, 13728000.00 ns, 1.9611 ms/op
WorkloadPilot    7: 8 op, 15103100.00 ns, 1.8879 ms/op
WorkloadPilot    8: 9 op, 16979400.00 ns, 1.8866 ms/op
WorkloadPilot    9: 10 op, 20380500.00 ns, 2.0381 ms/op
WorkloadPilot   10: 11 op, 21591700.00 ns, 1.9629 ms/op
WorkloadPilot   11: 12 op, 23202400.00 ns, 1.9335 ms/op
WorkloadPilot   12: 13 op, 27044400.00 ns, 2.0803 ms/op
WorkloadPilot   13: 14 op, 28559800.00 ns, 2.0400 ms/op
WorkloadPilot   14: 15 op, 28872700.00 ns, 1.9248 ms/op
WorkloadPilot   15: 16 op, 31135200.00 ns, 1.9460 ms/op
WorkloadPilot   16: 32 op, 66933400.00 ns, 2.0917 ms/op
WorkloadPilot   17: 64 op, 123876200.00 ns, 1.9356 ms/op
WorkloadPilot   18: 128 op, 249919300.00 ns, 1.9525 ms/op
WorkloadPilot   19: 256 op, 492040900.00 ns, 1.9220 ms/op
WorkloadPilot   20: 512 op, 1019539300.00 ns, 1.9913 ms/op

WorkloadWarmup   1: 512 op, 1007395700.00 ns, 1.9676 ms/op
WorkloadWarmup   2: 512 op, 1000270300.00 ns, 1.9537 ms/op
WorkloadWarmup   3: 512 op, 992721100.00 ns, 1.9389 ms/op
WorkloadWarmup   4: 512 op, 1023855000.00 ns, 1.9997 ms/op
WorkloadWarmup   5: 512 op, 994128800.00 ns, 1.9417 ms/op
WorkloadWarmup   6: 512 op, 983352200.00 ns, 1.9206 ms/op
WorkloadWarmup   7: 512 op, 986050000.00 ns, 1.9259 ms/op
WorkloadWarmup   8: 512 op, 987029400.00 ns, 1.9278 ms/op
WorkloadWarmup   9: 512 op, 1017088500.00 ns, 1.9865 ms/op
WorkloadWarmup  10: 512 op, 966582900.00 ns, 1.8879 ms/op

// BeforeActualRun
WorkloadActual   1: 512 op, 989823400.00 ns, 1.9332 ms/op
WorkloadActual   2: 512 op, 987071000.00 ns, 1.9279 ms/op
WorkloadActual   3: 512 op, 1012100100.00 ns, 1.9768 ms/op
WorkloadActual   4: 512 op, 974366200.00 ns, 1.9031 ms/op
WorkloadActual   5: 512 op, 1040604300.00 ns, 2.0324 ms/op
WorkloadActual   6: 512 op, 981386100.00 ns, 1.9168 ms/op
WorkloadActual   7: 512 op, 1211953500.00 ns, 2.3671 ms/op
WorkloadActual   8: 512 op, 1082926400.00 ns, 2.1151 ms/op
WorkloadActual   9: 512 op, 1081315200.00 ns, 2.1119 ms/op
WorkloadActual  10: 512 op, 1291106200.00 ns, 2.5217 ms/op
WorkloadActual  11: 512 op, 1121842100.00 ns, 2.1911 ms/op
WorkloadActual  12: 512 op, 1112074200.00 ns, 2.1720 ms/op
WorkloadActual  13: 512 op, 1009027300.00 ns, 1.9708 ms/op
WorkloadActual  14: 512 op, 1224137100.00 ns, 2.3909 ms/op
WorkloadActual  15: 512 op, 1837700800.00 ns, 3.5893 ms/op
WorkloadActual  16: 512 op, 1628007200.00 ns, 3.1797 ms/op
WorkloadActual  17: 512 op, 1601157800.00 ns, 3.1273 ms/op
WorkloadActual  18: 512 op, 1282486500.00 ns, 2.5049 ms/op
WorkloadActual  19: 512 op, 1098599300.00 ns, 2.1457 ms/op
WorkloadActual  20: 512 op, 1093887300.00 ns, 2.1365 ms/op
WorkloadActual  21: 512 op, 1049741400.00 ns, 2.0503 ms/op
WorkloadActual  22: 512 op, 1215547800.00 ns, 2.3741 ms/op
WorkloadActual  23: 512 op, 1062158600.00 ns, 2.0745 ms/op
WorkloadActual  24: 512 op, 1218583700.00 ns, 2.3800 ms/op
WorkloadActual  25: 512 op, 1337187200.00 ns, 2.6117 ms/op
WorkloadActual  26: 512 op, 1131244800.00 ns, 2.2095 ms/op
WorkloadActual  27: 512 op, 1134614500.00 ns, 2.2160 ms/op
WorkloadActual  28: 512 op, 1226973700.00 ns, 2.3964 ms/op
WorkloadActual  29: 512 op, 1042842000.00 ns, 2.0368 ms/op
WorkloadActual  30: 512 op, 988186500.00 ns, 1.9301 ms/op
WorkloadActual  31: 512 op, 989032900.00 ns, 1.9317 ms/op
WorkloadActual  32: 512 op, 988008000.00 ns, 1.9297 ms/op
WorkloadActual  33: 512 op, 975219400.00 ns, 1.9047 ms/op
WorkloadActual  34: 512 op, 986851300.00 ns, 1.9274 ms/op
WorkloadActual  35: 512 op, 973573200.00 ns, 1.9015 ms/op
WorkloadActual  36: 512 op, 986748400.00 ns, 1.9272 ms/op
WorkloadActual  37: 512 op, 980295700.00 ns, 1.9146 ms/op
WorkloadActual  38: 512 op, 963910000.00 ns, 1.8826 ms/op
WorkloadActual  39: 512 op, 989755700.00 ns, 1.9331 ms/op
WorkloadActual  40: 512 op, 990524700.00 ns, 1.9346 ms/op
WorkloadActual  41: 512 op, 971390500.00 ns, 1.8972 ms/op
WorkloadActual  42: 512 op, 997820900.00 ns, 1.9489 ms/op
WorkloadActual  43: 512 op, 993876500.00 ns, 1.9412 ms/op
WorkloadActual  44: 512 op, 944695200.00 ns, 1.8451 ms/op
WorkloadActual  45: 512 op, 956857600.00 ns, 1.8689 ms/op
WorkloadActual  46: 512 op, 975447000.00 ns, 1.9052 ms/op
WorkloadActual  47: 512 op, 1018110700.00 ns, 1.9885 ms/op
WorkloadActual  48: 512 op, 1121219700.00 ns, 2.1899 ms/op
WorkloadActual  49: 512 op, 1068907500.00 ns, 2.0877 ms/op
WorkloadActual  50: 512 op, 1047124400.00 ns, 2.0452 ms/op
WorkloadActual  51: 512 op, 1031642800.00 ns, 2.0149 ms/op
WorkloadActual  52: 512 op, 1013730000.00 ns, 1.9799 ms/op
WorkloadActual  53: 512 op, 994691100.00 ns, 1.9428 ms/op
WorkloadActual  54: 512 op, 999731200.00 ns, 1.9526 ms/op
WorkloadActual  55: 512 op, 975642800.00 ns, 1.9056 ms/op
WorkloadActual  56: 512 op, 993636500.00 ns, 1.9407 ms/op
WorkloadActual  57: 512 op, 993158300.00 ns, 1.9398 ms/op
WorkloadActual  58: 512 op, 997351000.00 ns, 1.9480 ms/op
WorkloadActual  59: 512 op, 1002939700.00 ns, 1.9589 ms/op
WorkloadActual  60: 512 op, 1134307200.00 ns, 2.2154 ms/op
WorkloadActual  61: 512 op, 1042072900.00 ns, 2.0353 ms/op
WorkloadActual  62: 512 op, 1033753000.00 ns, 2.0190 ms/op
WorkloadActual  63: 512 op, 1192888000.00 ns, 2.3299 ms/op
WorkloadActual  64: 512 op, 1030962300.00 ns, 2.0136 ms/op
WorkloadActual  65: 512 op, 994282700.00 ns, 1.9420 ms/op
WorkloadActual  66: 512 op, 1047806400.00 ns, 2.0465 ms/op
WorkloadActual  67: 512 op, 1019562600.00 ns, 1.9913 ms/op
WorkloadActual  68: 512 op, 1034506600.00 ns, 2.0205 ms/op
WorkloadActual  69: 512 op, 1068133100.00 ns, 2.0862 ms/op
WorkloadActual  70: 512 op, 1030598300.00 ns, 2.0129 ms/op
WorkloadActual  71: 512 op, 997193700.00 ns, 1.9476 ms/op
WorkloadActual  72: 512 op, 1063817900.00 ns, 2.0778 ms/op
WorkloadActual  73: 512 op, 1054174000.00 ns, 2.0589 ms/op
WorkloadActual  74: 512 op, 1025714800.00 ns, 2.0033 ms/op
WorkloadActual  75: 512 op, 1277549300.00 ns, 2.4952 ms/op
WorkloadActual  76: 512 op, 1506640000.00 ns, 2.9427 ms/op
WorkloadActual  77: 512 op, 2013454200.00 ns, 3.9325 ms/op
WorkloadActual  78: 512 op, 1447352800.00 ns, 2.8269 ms/op
WorkloadActual  79: 512 op, 1110498900.00 ns, 2.1689 ms/op
WorkloadActual  80: 512 op, 1018431600.00 ns, 1.9891 ms/op
WorkloadActual  81: 512 op, 1019856800.00 ns, 1.9919 ms/op
WorkloadActual  82: 512 op, 1037442900.00 ns, 2.0263 ms/op
WorkloadActual  83: 512 op, 1142874500.00 ns, 2.2322 ms/op
WorkloadActual  84: 512 op, 1101816900.00 ns, 2.1520 ms/op
WorkloadActual  85: 512 op, 1089263800.00 ns, 2.1275 ms/op
WorkloadActual  86: 512 op, 1068708700.00 ns, 2.0873 ms/op
WorkloadActual  87: 512 op, 1293476700.00 ns, 2.5263 ms/op
WorkloadActual  88: 512 op, 1121817300.00 ns, 2.1910 ms/op
WorkloadActual  89: 512 op, 1148084900.00 ns, 2.2424 ms/op
WorkloadActual  90: 512 op, 1083136500.00 ns, 2.1155 ms/op
WorkloadActual  91: 512 op, 1086186400.00 ns, 2.1215 ms/op
WorkloadActual  92: 512 op, 974398100.00 ns, 1.9031 ms/op
WorkloadActual  93: 512 op, 997256400.00 ns, 1.9478 ms/op
WorkloadActual  94: 512 op, 980755700.00 ns, 1.9155 ms/op
WorkloadActual  95: 512 op, 984368200.00 ns, 1.9226 ms/op
WorkloadActual  96: 512 op, 977250200.00 ns, 1.9087 ms/op
WorkloadActual  97: 512 op, 1016611800.00 ns, 1.9856 ms/op
WorkloadActual  98: 512 op, 1125144800.00 ns, 2.1975 ms/op
WorkloadActual  99: 512 op, 1030341200.00 ns, 2.0124 ms/op
WorkloadActual  100: 512 op, 1008027400.00 ns, 1.9688 ms/op

// AfterActualRun
WorkloadResult   1: 512 op, 989823400.00 ns, 1.9332 ms/op
WorkloadResult   2: 512 op, 987071000.00 ns, 1.9279 ms/op
WorkloadResult   3: 512 op, 1012100100.00 ns, 1.9768 ms/op
WorkloadResult   4: 512 op, 974366200.00 ns, 1.9031 ms/op
WorkloadResult   5: 512 op, 1040604300.00 ns, 2.0324 ms/op
WorkloadResult   6: 512 op, 981386100.00 ns, 1.9168 ms/op
WorkloadResult   7: 512 op, 1211953500.00 ns, 2.3671 ms/op
WorkloadResult   8: 512 op, 1082926400.00 ns, 2.1151 ms/op
WorkloadResult   9: 512 op, 1081315200.00 ns, 2.1119 ms/op
WorkloadResult  10: 512 op, 1291106200.00 ns, 2.5217 ms/op
WorkloadResult  11: 512 op, 1121842100.00 ns, 2.1911 ms/op
WorkloadResult  12: 512 op, 1112074200.00 ns, 2.1720 ms/op
WorkloadResult  13: 512 op, 1009027300.00 ns, 1.9708 ms/op
WorkloadResult  14: 512 op, 1224137100.00 ns, 2.3909 ms/op
WorkloadResult  15: 512 op, 1282486500.00 ns, 2.5049 ms/op
WorkloadResult  16: 512 op, 1098599300.00 ns, 2.1457 ms/op
WorkloadResult  17: 512 op, 1093887300.00 ns, 2.1365 ms/op
WorkloadResult  18: 512 op, 1049741400.00 ns, 2.0503 ms/op
WorkloadResult  19: 512 op, 1215547800.00 ns, 2.3741 ms/op
WorkloadResult  20: 512 op, 1062158600.00 ns, 2.0745 ms/op
WorkloadResult  21: 512 op, 1218583700.00 ns, 2.3800 ms/op
WorkloadResult  22: 512 op, 1131244800.00 ns, 2.2095 ms/op
WorkloadResult  23: 512 op, 1134614500.00 ns, 2.2160 ms/op
WorkloadResult  24: 512 op, 1226973700.00 ns, 2.3964 ms/op
WorkloadResult  25: 512 op, 1042842000.00 ns, 2.0368 ms/op
WorkloadResult  26: 512 op, 988186500.00 ns, 1.9301 ms/op
WorkloadResult  27: 512 op, 989032900.00 ns, 1.9317 ms/op
WorkloadResult  28: 512 op, 988008000.00 ns, 1.9297 ms/op
WorkloadResult  29: 512 op, 975219400.00 ns, 1.9047 ms/op
WorkloadResult  30: 512 op, 986851300.00 ns, 1.9274 ms/op
WorkloadResult  31: 512 op, 973573200.00 ns, 1.9015 ms/op
WorkloadResult  32: 512 op, 986748400.00 ns, 1.9272 ms/op
WorkloadResult  33: 512 op, 980295700.00 ns, 1.9146 ms/op
WorkloadResult  34: 512 op, 963910000.00 ns, 1.8826 ms/op
WorkloadResult  35: 512 op, 989755700.00 ns, 1.9331 ms/op
WorkloadResult  36: 512 op, 990524700.00 ns, 1.9346 ms/op
WorkloadResult  37: 512 op, 971390500.00 ns, 1.8972 ms/op
WorkloadResult  38: 512 op, 997820900.00 ns, 1.9489 ms/op
WorkloadResult  39: 512 op, 993876500.00 ns, 1.9412 ms/op
WorkloadResult  40: 512 op, 944695200.00 ns, 1.8451 ms/op
WorkloadResult  41: 512 op, 956857600.00 ns, 1.8689 ms/op
WorkloadResult  42: 512 op, 975447000.00 ns, 1.9052 ms/op
WorkloadResult  43: 512 op, 1018110700.00 ns, 1.9885 ms/op
WorkloadResult  44: 512 op, 1121219700.00 ns, 2.1899 ms/op
WorkloadResult  45: 512 op, 1068907500.00 ns, 2.0877 ms/op
WorkloadResult  46: 512 op, 1047124400.00 ns, 2.0452 ms/op
WorkloadResult  47: 512 op, 1031642800.00 ns, 2.0149 ms/op
WorkloadResult  48: 512 op, 1013730000.00 ns, 1.9799 ms/op
WorkloadResult  49: 512 op, 994691100.00 ns, 1.9428 ms/op
WorkloadResult  50: 512 op, 999731200.00 ns, 1.9526 ms/op
WorkloadResult  51: 512 op, 975642800.00 ns, 1.9056 ms/op
WorkloadResult  52: 512 op, 993636500.00 ns, 1.9407 ms/op
WorkloadResult  53: 512 op, 993158300.00 ns, 1.9398 ms/op
WorkloadResult  54: 512 op, 997351000.00 ns, 1.9480 ms/op
WorkloadResult  55: 512 op, 1002939700.00 ns, 1.9589 ms/op
WorkloadResult  56: 512 op, 1134307200.00 ns, 2.2154 ms/op
WorkloadResult  57: 512 op, 1042072900.00 ns, 2.0353 ms/op
WorkloadResult  58: 512 op, 1033753000.00 ns, 2.0190 ms/op
WorkloadResult  59: 512 op, 1192888000.00 ns, 2.3299 ms/op
WorkloadResult  60: 512 op, 1030962300.00 ns, 2.0136 ms/op
WorkloadResult  61: 512 op, 994282700.00 ns, 1.9420 ms/op
WorkloadResult  62: 512 op, 1047806400.00 ns, 2.0465 ms/op
WorkloadResult  63: 512 op, 1019562600.00 ns, 1.9913 ms/op
WorkloadResult  64: 512 op, 1034506600.00 ns, 2.0205 ms/op
WorkloadResult  65: 512 op, 1068133100.00 ns, 2.0862 ms/op
WorkloadResult  66: 512 op, 1030598300.00 ns, 2.0129 ms/op
WorkloadResult  67: 512 op, 997193700.00 ns, 1.9476 ms/op
WorkloadResult  68: 512 op, 1063817900.00 ns, 2.0778 ms/op
WorkloadResult  69: 512 op, 1054174000.00 ns, 2.0589 ms/op
WorkloadResult  70: 512 op, 1025714800.00 ns, 2.0033 ms/op
WorkloadResult  71: 512 op, 1277549300.00 ns, 2.4952 ms/op
WorkloadResult  72: 512 op, 1110498900.00 ns, 2.1689 ms/op
WorkloadResult  73: 512 op, 1018431600.00 ns, 1.9891 ms/op
WorkloadResult  74: 512 op, 1019856800.00 ns, 1.9919 ms/op
WorkloadResult  75: 512 op, 1037442900.00 ns, 2.0263 ms/op
WorkloadResult  76: 512 op, 1142874500.00 ns, 2.2322 ms/op
WorkloadResult  77: 512 op, 1101816900.00 ns, 2.1520 ms/op
WorkloadResult  78: 512 op, 1089263800.00 ns, 2.1275 ms/op
WorkloadResult  79: 512 op, 1068708700.00 ns, 2.0873 ms/op
WorkloadResult  80: 512 op, 1293476700.00 ns, 2.5263 ms/op
WorkloadResult  81: 512 op, 1121817300.00 ns, 2.1910 ms/op
WorkloadResult  82: 512 op, 1148084900.00 ns, 2.2424 ms/op
WorkloadResult  83: 512 op, 1083136500.00 ns, 2.1155 ms/op
WorkloadResult  84: 512 op, 1086186400.00 ns, 2.1215 ms/op
WorkloadResult  85: 512 op, 974398100.00 ns, 1.9031 ms/op
WorkloadResult  86: 512 op, 997256400.00 ns, 1.9478 ms/op
WorkloadResult  87: 512 op, 980755700.00 ns, 1.9155 ms/op
WorkloadResult  88: 512 op, 984368200.00 ns, 1.9226 ms/op
WorkloadResult  89: 512 op, 977250200.00 ns, 1.9087 ms/op
WorkloadResult  90: 512 op, 1016611800.00 ns, 1.9856 ms/op
WorkloadResult  91: 512 op, 1125144800.00 ns, 2.1975 ms/op
WorkloadResult  92: 512 op, 1030341200.00 ns, 2.0124 ms/op
WorkloadResult  93: 512 op, 1008027400.00 ns, 1.9688 ms/op
GC:  87 0 0 276889600 512

// AfterAll

Mean = 2.0592 ms, StdErr = 0.0169 ms (0.82%); N = 93, StdDev = 0.1627 ms
Min = 1.8451 ms, Q1 = 1.9339 ms, Median = 2.0129 ms, Q3 = 2.1411 ms, Max = 2.5263 ms
IQR = 0.2072 ms, LowerFence = 1.6232 ms, UpperFence = 2.4518 ms
ConfidenceInterval = [2.0018 ms; 2.1165 ms] (CI 99.9%), Margin = 0.0574 ms (2.79% of Mean)
Skewness = 1.23, Kurtosis = 3.83, MValue = 2.29

// **************************
// Benchmark: JsonSerializerBenchmark.JsonTest: DefaultJob [N=10000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "4777f827-d524-41dd-a9ac-b403b066f9b3.dll" --benchmarkName "BenchmarkExamples.JsonSerializerBenchmark.JsonTest(N: 10000)" --job "Default" --benchmarkId 2 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\4777f827-d524-41dd-a9ac-b403b066f9b3\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.5 (CoreCLR 4.6.27617.05, CoreFX 4.6.27618.01), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 337100.00 ns, 337.1000 us/op
