// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\6c58b492-6ec2-4f64-8022-f8fda3a4fe95
// command took 1.84s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\6c58b492-6ec2-4f64-8022-f8fda3a4fe95
// command took 4.83s and exited with 0
// ***** Done, took 00:00:06 (6.84 sec)   *****
// Found 6 benchmarks:
//   ForLoopBenchmark.RegularForLoop: DefaultJob [N=100]
//   ForLoopBenchmark.ForEachLoop: DefaultJob [N=100]
//   ForLoopBenchmark.RegularForLoop: DefaultJob [N=1000]
//   ForLoopBenchmark.ForEachLoop: DefaultJob [N=1000]
//   ForLoopBenchmark.RegularForLoop: DefaultJob [N=10000]
//   ForLoopBenchmark.ForEachLoop: DefaultJob [N=10000]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: ForLoopBenchmark.RegularForLoop: DefaultJob [N=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "6c58b492-6ec2-4f64-8022-f8fda3a4fe95.dll" --benchmarkName "BenchmarkExamples.ForLoop.ForLoopBenchmark.RegularForLoop(N: 100)" --job "Default" --benchmarkId 0 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\6c58b492-6ec2-4f64-8022-f8fda3a4fe95\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.7 (CoreCLR 4.6.28008.02, CoreFX 4.6.28008.03), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadActual  12: 16777216 op, 30445900.00 ns, 1.8147 ns/op
OverheadActual  13: 16777216 op, 31277200.00 ns, 1.8643 ns/op
OverheadActual  14: 16777216 op, 30765500.00 ns, 1.8338 ns/op
OverheadActual  15: 16777216 op, 29921100.00 ns, 1.7834 ns/op

WorkloadWarmup   1: 16777216 op, 736155800.00 ns, 43.8783 ns/op
WorkloadWarmup   2: 16777216 op, 761728300.00 ns, 45.4025 ns/op
WorkloadWarmup   3: 16777216 op, 719092200.00 ns, 42.8612 ns/op
WorkloadWarmup   4: 16777216 op, 735132100.00 ns, 43.8173 ns/op
WorkloadWarmup   5: 16777216 op, 727787800.00 ns, 43.3795 ns/op
WorkloadWarmup   6: 16777216 op, 758146600.00 ns, 45.1891 ns/op

// BeforeActualRun
WorkloadActual   1: 16777216 op, 722103800.00 ns, 43.0407 ns/op
WorkloadActual   2: 16777216 op, 714028500.00 ns, 42.5594 ns/op
WorkloadActual   3: 16777216 op, 756294000.00 ns, 45.0786 ns/op
WorkloadActual   4: 16777216 op, 700505300.00 ns, 41.7534 ns/op
WorkloadActual   5: 16777216 op, 846191500.00 ns, 50.4369 ns/op
WorkloadActual   6: 16777216 op, 831653800.00 ns, 49.5704 ns/op
WorkloadActual   7: 16777216 op, 854771200.00 ns, 50.9483 ns/op
WorkloadActual   8: 16777216 op, 1094729900.00 ns, 65.2510 ns/op
WorkloadActual   9: 16777216 op, 955543700.00 ns, 56.9548 ns/op
WorkloadActual  10: 16777216 op, 1196592500.00 ns, 71.3225 ns/op
WorkloadActual  11: 16777216 op, 1012873900.00 ns, 60.3720 ns/op
WorkloadActual  12: 16777216 op, 953257600.00 ns, 56.8186 ns/op
WorkloadActual  13: 16777216 op, 763560700.00 ns, 45.5118 ns/op
WorkloadActual  14: 16777216 op, 704863100.00 ns, 42.0131 ns/op
WorkloadActual  15: 16777216 op, 744619000.00 ns, 44.3828 ns/op
WorkloadActual  16: 16777216 op, 824667700.00 ns, 49.1540 ns/op
WorkloadActual  17: 16777216 op, 730672200.00 ns, 43.5515 ns/op
WorkloadActual  18: 16777216 op, 707846300.00 ns, 42.1909 ns/op
WorkloadActual  19: 16777216 op, 825281500.00 ns, 49.1906 ns/op
WorkloadActual  20: 16777216 op, 807953100.00 ns, 48.1578 ns/op
WorkloadActual  21: 16777216 op, 816449900.00 ns, 48.6642 ns/op
WorkloadActual  22: 16777216 op, 827807500.00 ns, 49.3412 ns/op
WorkloadActual  23: 16777216 op, 675534400.00 ns, 40.2650 ns/op
WorkloadActual  24: 16777216 op, 694172500.00 ns, 41.3759 ns/op
WorkloadActual  25: 16777216 op, 703839700.00 ns, 41.9521 ns/op
WorkloadActual  26: 16777216 op, 751331800.00 ns, 44.7829 ns/op
WorkloadActual  27: 16777216 op, 1174405100.00 ns, 70.0000 ns/op
WorkloadActual  28: 16777216 op, 685425900.00 ns, 40.8546 ns/op
WorkloadActual  29: 16777216 op, 680252900.00 ns, 40.5462 ns/op
WorkloadActual  30: 16777216 op, 676325200.00 ns, 40.3121 ns/op
WorkloadActual  31: 16777216 op, 658707300.00 ns, 39.2620 ns/op
WorkloadActual  32: 16777216 op, 674244400.00 ns, 40.1881 ns/op
WorkloadActual  33: 16777216 op, 686397500.00 ns, 40.9125 ns/op
WorkloadActual  34: 16777216 op, 730960400.00 ns, 43.5686 ns/op
WorkloadActual  35: 16777216 op, 798133800.00 ns, 47.5725 ns/op
WorkloadActual  36: 16777216 op, 741702500.00 ns, 44.2089 ns/op
WorkloadActual  37: 16777216 op, 735259800.00 ns, 43.8249 ns/op
WorkloadActual  38: 16777216 op, 673952400.00 ns, 40.1707 ns/op
WorkloadActual  39: 16777216 op, 691297800.00 ns, 41.2046 ns/op
WorkloadActual  40: 16777216 op, 671014900.00 ns, 39.9956 ns/op
WorkloadActual  41: 16777216 op, 725187700.00 ns, 43.2246 ns/op
WorkloadActual  42: 16777216 op, 688270700.00 ns, 41.0241 ns/op
WorkloadActual  43: 16777216 op, 766339100.00 ns, 45.6774 ns/op
WorkloadActual  44: 16777216 op, 771004300.00 ns, 45.9554 ns/op
WorkloadActual  45: 16777216 op, 740574600.00 ns, 44.1417 ns/op
WorkloadActual  46: 16777216 op, 734984800.00 ns, 43.8085 ns/op
WorkloadActual  47: 16777216 op, 676915500.00 ns, 40.3473 ns/op
WorkloadActual  48: 16777216 op, 657170400.00 ns, 39.1704 ns/op
WorkloadActual  49: 16777216 op, 689817000.00 ns, 41.1163 ns/op
WorkloadActual  50: 16777216 op, 698202800.00 ns, 41.6161 ns/op
WorkloadActual  51: 16777216 op, 665202200.00 ns, 39.6491 ns/op
WorkloadActual  52: 16777216 op, 677271000.00 ns, 40.3685 ns/op
WorkloadActual  53: 16777216 op, 665944500.00 ns, 39.6934 ns/op
WorkloadActual  54: 16777216 op, 666940000.00 ns, 39.7527 ns/op
WorkloadActual  55: 16777216 op, 698780300.00 ns, 41.6506 ns/op
WorkloadActual  56: 16777216 op, 673590200.00 ns, 40.1491 ns/op
WorkloadActual  57: 16777216 op, 664280600.00 ns, 39.5942 ns/op
WorkloadActual  58: 16777216 op, 658052300.00 ns, 39.2230 ns/op
WorkloadActual  59: 16777216 op, 666986700.00 ns, 39.7555 ns/op
WorkloadActual  60: 16777216 op, 655041800.00 ns, 39.0435 ns/op
WorkloadActual  61: 16777216 op, 656682500.00 ns, 39.1413 ns/op
WorkloadActual  62: 16777216 op, 681967400.00 ns, 40.6484 ns/op
WorkloadActual  63: 16777216 op, 655862200.00 ns, 39.0924 ns/op
WorkloadActual  64: 16777216 op, 738298700.00 ns, 44.0060 ns/op
WorkloadActual  65: 16777216 op, 768765800.00 ns, 45.8220 ns/op
WorkloadActual  66: 16777216 op, 756242000.00 ns, 45.0755 ns/op
WorkloadActual  67: 16777216 op, 775812800.00 ns, 46.2420 ns/op
WorkloadActual  68: 16777216 op, 754443500.00 ns, 44.9683 ns/op
WorkloadActual  69: 16777216 op, 758613200.00 ns, 45.2169 ns/op
WorkloadActual  70: 16777216 op, 703955300.00 ns, 41.9590 ns/op
WorkloadActual  71: 16777216 op, 711290600.00 ns, 42.3962 ns/op
WorkloadActual  72: 16777216 op, 739600200.00 ns, 44.0836 ns/op
WorkloadActual  73: 16777216 op, 873221300.00 ns, 52.0480 ns/op
WorkloadActual  74: 16777216 op, 951006800.00 ns, 56.6844 ns/op
WorkloadActual  75: 16777216 op, 889990700.00 ns, 53.0476 ns/op
WorkloadActual  76: 16777216 op, 931159400.00 ns, 55.5014 ns/op
WorkloadActual  77: 16777216 op, 920916700.00 ns, 54.8909 ns/op
WorkloadActual  78: 16777216 op, 818653800.00 ns, 48.7956 ns/op
WorkloadActual  79: 16777216 op, 709708600.00 ns, 42.3019 ns/op
WorkloadActual  80: 16777216 op, 672043000.00 ns, 40.0569 ns/op
WorkloadActual  81: 16777216 op, 686110700.00 ns, 40.8954 ns/op
WorkloadActual  82: 16777216 op, 685868800.00 ns, 40.8810 ns/op
WorkloadActual  83: 16777216 op, 679737700.00 ns, 40.5155 ns/op
WorkloadActual  84: 16777216 op, 679739800.00 ns, 40.5156 ns/op
WorkloadActual  85: 16777216 op, 711213800.00 ns, 42.3916 ns/op
WorkloadActual  86: 16777216 op, 706827800.00 ns, 42.1302 ns/op
WorkloadActual  87: 16777216 op, 784038900.00 ns, 46.7324 ns/op
WorkloadActual  88: 16777216 op, 817956100.00 ns, 48.7540 ns/op
WorkloadActual  89: 16777216 op, 797849000.00 ns, 47.5555 ns/op
WorkloadActual  90: 16777216 op, 768228300.00 ns, 45.7900 ns/op
WorkloadActual  91: 16777216 op, 751972900.00 ns, 44.8211 ns/op
WorkloadActual  92: 16777216 op, 733055000.00 ns, 43.6935 ns/op
WorkloadActual  93: 16777216 op, 762940800.00 ns, 45.4748 ns/op
WorkloadActual  94: 16777216 op, 770710600.00 ns, 45.9379 ns/op
WorkloadActual  95: 16777216 op, 711162600.00 ns, 42.3886 ns/op
WorkloadActual  96: 16777216 op, 771058300.00 ns, 45.9587 ns/op
WorkloadActual  97: 16777216 op, 825169300.00 ns, 49.1839 ns/op
WorkloadActual  98: 16777216 op, 776583300.00 ns, 46.2880 ns/op
WorkloadActual  99: 16777216 op, 826952100.00 ns, 49.2902 ns/op
WorkloadActual  100: 16777216 op, 888090600.00 ns, 52.9343 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 691657900.00 ns, 41.2260 ns/op
WorkloadResult   2: 16777216 op, 683582600.00 ns, 40.7447 ns/op
WorkloadResult   3: 16777216 op, 725848100.00 ns, 43.2639 ns/op
WorkloadResult   4: 16777216 op, 670059400.00 ns, 39.9387 ns/op
WorkloadResult   5: 16777216 op, 815745600.00 ns, 48.6222 ns/op
WorkloadResult   6: 16777216 op, 801207900.00 ns, 47.7557 ns/op
WorkloadResult   7: 16777216 op, 824325300.00 ns, 49.1336 ns/op
WorkloadResult   8: 16777216 op, 925097800.00 ns, 55.1401 ns/op
WorkloadResult   9: 16777216 op, 922811700.00 ns, 55.0039 ns/op
WorkloadResult  10: 16777216 op, 733114800.00 ns, 43.6970 ns/op
WorkloadResult  11: 16777216 op, 674417200.00 ns, 40.1984 ns/op
WorkloadResult  12: 16777216 op, 714173100.00 ns, 42.5680 ns/op
WorkloadResult  13: 16777216 op, 794221800.00 ns, 47.3393 ns/op
WorkloadResult  14: 16777216 op, 700226300.00 ns, 41.7367 ns/op
WorkloadResult  15: 16777216 op, 677400400.00 ns, 40.3762 ns/op
WorkloadResult  16: 16777216 op, 794835600.00 ns, 47.3759 ns/op
WorkloadResult  17: 16777216 op, 777507200.00 ns, 46.3430 ns/op
WorkloadResult  18: 16777216 op, 786004000.00 ns, 46.8495 ns/op
WorkloadResult  19: 16777216 op, 797361600.00 ns, 47.5265 ns/op
WorkloadResult  20: 16777216 op, 645088500.00 ns, 38.4503 ns/op
WorkloadResult  21: 16777216 op, 663726600.00 ns, 39.5612 ns/op
WorkloadResult  22: 16777216 op, 673393800.00 ns, 40.1374 ns/op
WorkloadResult  23: 16777216 op, 720885900.00 ns, 42.9681 ns/op
WorkloadResult  24: 16777216 op, 654980000.00 ns, 39.0399 ns/op
WorkloadResult  25: 16777216 op, 649807000.00 ns, 38.7315 ns/op
WorkloadResult  26: 16777216 op, 645879300.00 ns, 38.4974 ns/op
WorkloadResult  27: 16777216 op, 628261400.00 ns, 37.4473 ns/op
WorkloadResult  28: 16777216 op, 643798500.00 ns, 38.3734 ns/op
WorkloadResult  29: 16777216 op, 655951600.00 ns, 39.0978 ns/op
WorkloadResult  30: 16777216 op, 700514500.00 ns, 41.7539 ns/op
WorkloadResult  31: 16777216 op, 767687900.00 ns, 45.7578 ns/op
WorkloadResult  32: 16777216 op, 711256600.00 ns, 42.3942 ns/op
WorkloadResult  33: 16777216 op, 704813900.00 ns, 42.0102 ns/op
WorkloadResult  34: 16777216 op, 643506500.00 ns, 38.3560 ns/op
WorkloadResult  35: 16777216 op, 660851900.00 ns, 39.3898 ns/op
WorkloadResult  36: 16777216 op, 640569000.00 ns, 38.1809 ns/op
WorkloadResult  37: 16777216 op, 694741800.00 ns, 41.4098 ns/op
WorkloadResult  38: 16777216 op, 657824800.00 ns, 39.2094 ns/op
WorkloadResult  39: 16777216 op, 735893200.00 ns, 43.8627 ns/op
WorkloadResult  40: 16777216 op, 740558400.00 ns, 44.1407 ns/op
WorkloadResult  41: 16777216 op, 710128700.00 ns, 42.3270 ns/op
WorkloadResult  42: 16777216 op, 704538900.00 ns, 41.9938 ns/op
WorkloadResult  43: 16777216 op, 646469600.00 ns, 38.5326 ns/op
WorkloadResult  44: 16777216 op, 626724500.00 ns, 37.3557 ns/op
WorkloadResult  45: 16777216 op, 659371100.00 ns, 39.3016 ns/op
WorkloadResult  46: 16777216 op, 667756900.00 ns, 39.8014 ns/op
WorkloadResult  47: 16777216 op, 634756300.00 ns, 37.8344 ns/op
WorkloadResult  48: 16777216 op, 646825100.00 ns, 38.5538 ns/op
WorkloadResult  49: 16777216 op, 635498600.00 ns, 37.8787 ns/op
WorkloadResult  50: 16777216 op, 636494100.00 ns, 37.9380 ns/op
WorkloadResult  51: 16777216 op, 668334400.00 ns, 39.8358 ns/op
WorkloadResult  52: 16777216 op, 643144300.00 ns, 38.3344 ns/op
WorkloadResult  53: 16777216 op, 633834700.00 ns, 37.7795 ns/op
WorkloadResult  54: 16777216 op, 627606400.00 ns, 37.4083 ns/op
WorkloadResult  55: 16777216 op, 636540800.00 ns, 37.9408 ns/op
WorkloadResult  56: 16777216 op, 624595900.00 ns, 37.2288 ns/op
WorkloadResult  57: 16777216 op, 626236600.00 ns, 37.3266 ns/op
WorkloadResult  58: 16777216 op, 651521500.00 ns, 38.8337 ns/op
WorkloadResult  59: 16777216 op, 625416300.00 ns, 37.2777 ns/op
WorkloadResult  60: 16777216 op, 707852800.00 ns, 42.1913 ns/op
WorkloadResult  61: 16777216 op, 738319900.00 ns, 44.0073 ns/op
WorkloadResult  62: 16777216 op, 725796100.00 ns, 43.2608 ns/op
WorkloadResult  63: 16777216 op, 745366900.00 ns, 44.4273 ns/op
WorkloadResult  64: 16777216 op, 723997600.00 ns, 43.1536 ns/op
WorkloadResult  65: 16777216 op, 728167300.00 ns, 43.4022 ns/op
WorkloadResult  66: 16777216 op, 673509400.00 ns, 40.1443 ns/op
WorkloadResult  67: 16777216 op, 680844700.00 ns, 40.5815 ns/op
WorkloadResult  68: 16777216 op, 709154300.00 ns, 42.2689 ns/op
WorkloadResult  69: 16777216 op, 842775400.00 ns, 50.2333 ns/op
WorkloadResult  70: 16777216 op, 920560900.00 ns, 54.8697 ns/op
WorkloadResult  71: 16777216 op, 859544800.00 ns, 51.2329 ns/op
WorkloadResult  72: 16777216 op, 900713500.00 ns, 53.6867 ns/op
WorkloadResult  73: 16777216 op, 890470800.00 ns, 53.0762 ns/op
WorkloadResult  74: 16777216 op, 788207900.00 ns, 46.9809 ns/op
WorkloadResult  75: 16777216 op, 679262700.00 ns, 40.4872 ns/op
WorkloadResult  76: 16777216 op, 641597100.00 ns, 38.2422 ns/op
WorkloadResult  77: 16777216 op, 655664800.00 ns, 39.0807 ns/op
WorkloadResult  78: 16777216 op, 655422900.00 ns, 39.0662 ns/op
WorkloadResult  79: 16777216 op, 649291800.00 ns, 38.7008 ns/op
WorkloadResult  80: 16777216 op, 649293900.00 ns, 38.7009 ns/op
WorkloadResult  81: 16777216 op, 680767900.00 ns, 40.5769 ns/op
WorkloadResult  82: 16777216 op, 676381900.00 ns, 40.3155 ns/op
WorkloadResult  83: 16777216 op, 753593000.00 ns, 44.9176 ns/op
WorkloadResult  84: 16777216 op, 787510200.00 ns, 46.9393 ns/op
WorkloadResult  85: 16777216 op, 767403100.00 ns, 45.7408 ns/op
WorkloadResult  86: 16777216 op, 737782400.00 ns, 43.9753 ns/op
WorkloadResult  87: 16777216 op, 721527000.00 ns, 43.0064 ns/op
WorkloadResult  88: 16777216 op, 702609100.00 ns, 41.8788 ns/op
WorkloadResult  89: 16777216 op, 732494900.00 ns, 43.6601 ns/op
WorkloadResult  90: 16777216 op, 740264700.00 ns, 44.1232 ns/op
WorkloadResult  91: 16777216 op, 680716700.00 ns, 40.5739 ns/op
WorkloadResult  92: 16777216 op, 740612400.00 ns, 44.1439 ns/op
WorkloadResult  93: 16777216 op, 794723400.00 ns, 47.3692 ns/op
WorkloadResult  94: 16777216 op, 746137400.00 ns, 44.4733 ns/op
WorkloadResult  95: 16777216 op, 796506200.00 ns, 47.4755 ns/op
WorkloadResult  96: 16777216 op, 857644700.00 ns, 51.1196 ns/op
GC:  0 0 0 0 16777216

// AfterAll

Mean = 42.5539 ns, StdErr = 0.4571 ns (1.07%); N = 96, StdDev = 4.4791 ns
Min = 37.2288 ns, Q1 = 38.9368 ns, Median = 41.7453 ns, Q3 = 44.4503 ns, Max = 55.1401 ns
IQR = 5.5135 ns, LowerFence = 30.6665 ns, UpperFence = 52.7206 ns
ConfidenceInterval = [41.0015 ns; 44.1063 ns] (CI 99.9%), Margin = 1.5524 ns (3.65% of Mean)
Skewness = 1.05, Kurtosis = 3.48, MValue = 2.73

// **************************
// Benchmark: ForLoopBenchmark.ForEachLoop: DefaultJob [N=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "6c58b492-6ec2-4f64-8022-f8fda3a4fe95.dll" --benchmarkName "BenchmarkExamples.ForLoop.ForLoopBenchmark.ForEachLoop(N: 100)" --job "Default" --benchmarkId 1 in C:\dev\BenchmarkExamples\src\BenchmarkExamples\bin\Release\netcoreapp2.2\6c58b492-6ec2-4f64-8022-f8fda3a4fe95\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.7 (CoreCLR 4.6.28008.02, CoreFX 4.6.28008.03), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 356500.00 ns, 356.5000 us/op
WorkloadJitting  1: 1 op, 392500.00 ns, 392.5000 us/op

OverheadJitting  2: 16 op, 782500.00 ns, 48.9063 us/op
WorkloadJitting  2: 16 op, 388500.00 ns, 24.2813 us/op

WorkloadPilot    1: 16 op, 3800.00 ns, 237.5000 ns/op
WorkloadPilot    2: 32 op, 2600.00 ns, 81.2500 ns/op
WorkloadPilot    3: 64 op, 4800.00 ns, 75.0000 ns/op
WorkloadPilot    4: 128 op, 13800.00 ns, 107.8125 ns/op
WorkloadPilot    5: 256 op, 17800.00 ns, 69.5313 ns/op
WorkloadPilot    6: 512 op, 35100.00 ns, 68.5547 ns/op
WorkloadPilot    7: 1024 op, 74500.00 ns, 72.7539 ns/op
WorkloadPilot    8: 2048 op, 138600.00 ns, 67.6758 ns/op
WorkloadPilot    9: 4096 op, 304900.00 ns, 74.4385 ns/op
WorkloadPilot   10: 8192 op, 640100.00 ns, 78.1372 ns/op
WorkloadPilot   11: 16384 op, 1205200.00 ns, 73.5596 ns/op
WorkloadPilot   12: 32768 op, 2243400.00 ns, 68.4631 ns/op
WorkloadPilot   13: 65536 op, 4455500.00 ns, 67.9855 ns/op
WorkloadPilot   14: 131072 op, 9058600.00 ns, 69.1116 ns/op
WorkloadPilot   15: 262144 op, 22513600.00 ns, 85.8826 ns/op
WorkloadPilot   16: 524288 op, 36427100.00 ns, 69.4792 ns/op
WorkloadPilot   17: 1048576 op, 81138200.00 ns, 77.3794 ns/op
WorkloadPilot   18: 2097152 op, 164894600.00 ns, 78.6279 ns/op
WorkloadPilot   19: 4194304 op, 328285800.00 ns, 78.2694 ns/op
WorkloadPilot   20: 8388608 op, 764447000.00 ns, 91.1292 ns/op

OverheadWarmup   1: 8388608 op, 16369500.00 ns, 1.9514 ns/op
OverheadWarmup   2: 8388608 op, 14802200.00 ns, 1.7646 ns/op
OverheadWarmup   3: 8388608 op, 15922300.00 ns, 1.8981 ns/op
OverheadWarmup   4: 8388608 op, 22330800.00 ns, 2.6620 ns/op
OverheadWarmup   5: 8388608 op, 14993600.00 ns, 1.7874 ns/op
OverheadWarmup   6: 8388608 op, 16088300.00 ns, 1.9179 ns/op
OverheadWarmup   7: 8388608 op, 15042800.00 ns, 1.7932 ns/op

OverheadActual   1: 8388608 op, 19882800.00 ns, 2.3702 ns/op
OverheadActual   2: 8388608 op, 15593100.00 ns, 1.8588 ns/op
OverheadActual   3: 8388608 op, 21298400.00 ns, 2.5390 ns/op
OverheadActual   4: 8388608 op, 16172400.00 ns, 1.9279 ns/op
OverheadActual   5: 8388608 op, 16253400.00 ns, 1.9376 ns/op
OverheadActual   6: 8388608 op, 15495400.00 ns, 1.8472 ns/op
OverheadActual   7: 8388608 op, 15745300.00 ns, 1.8770 ns/op
OverheadActual   8: 8388608 op, 15271600.00 ns, 1.8205 ns/op
OverheadActual   9: 8388608 op, 14830100.00 ns, 1.7679 ns/op
OverheadActual  10: 8388608 op, 16316800.00 ns, 1.9451 ns/op
OverheadActual  11: 8388608 op, 15051400.00 ns, 1.7943 ns/op
OverheadActual  12: 8388608 op, 15695200.00 ns, 1.8710 ns/op
OverheadActual  13: 8388608 op, 21425000.00 ns, 2.5541 ns/op
OverheadActual  14: 8388608 op, 15395300.00 ns, 1.8353 ns/op
OverheadActual  15: 8388608 op, 17236600.00 ns, 2.0548 ns/op
OverheadActual  16: 8388608 op, 24797100.00 ns, 2.9560 ns/op
OverheadActual  17: 8388608 op, 15076700.00 ns, 1.7973 ns/op
OverheadActual  18: 8388608 op, 15226400.00 ns, 1.8151 ns/op
